"id","origin","org_city","org_district","destination","dest_city","dest_district","distance","duration","case","pallet","to","dayo","td","dayd","LTL"
4388,"B0FFG2575E","Zhenjiang","润州区","B0FFJ01V55","Jiaxing","桐乡市",268.682,3.31666666666667,"ZJ",5,"12:00","day 0","24:00","day 0",2358.9630875
4389,"B0FFF4HNKG","Yangzhou","邗江区","B0FFI22X6S","Ningbo","鄞州区",400.481,4.78333333333333,"ZJ",16,"08:00","day 0","20:00","day 0",7548.68188
4390,"B0I6TYMZJG","Suzhou","吴江区","B0FFGQ8EH5","Hangzhou","桐庐县",219.062,2.6,"ZJ",14,"12:00","day 0","24:00","day 0",6605.096645
4391,"B0FFK7ZQFN","Wuxi","江阴市","B0FFH1UGLN","Shaoxing","上虞区",206.495,2.5,"ZJ",15,"12:00","day 0","24:00","day 0",7076.8892625
4392,"B0FFG2575E","Zhenjiang","润州区","B0GUVDW01P","Jiaxing","海宁市",280.752,3.38333333333333,"ZJ",8,"08:00","day 0","20:00","day 0",3774.34094
4393,"B0FFH70JG8","Nanjing","鼓楼区","B0FFL81IUU","Hangzhou","富阳区",309.158,3.36666666666667,"ZJ",16,"08:00","day 0","20:00","day 0",7548.68188
4394,"B0FFFRXR3L","Yangzhou","宝应县","B0FFLO95L8","Jiaxing","平湖市",389.278,5.13333333333333,"ZJ",18,"08:00","day 0","20:00","day 0",8492.267115
4395,"B0FFL9CGXN","Nanjing","栖霞区","B0GRRBHAKJ","Zhoushan","定海区",483.499,6.03333333333333,"ZJ",6,"12:00","day 0","24:00","day 0",2830.755705
4396,"B0H1TCJ4IO","Yangzhou","江都区","B0HA6CDCW1","Hangzhou","桐庐县",371.538,4.2,"ZJ",15,"08:00","day 0","20:00","day 0",7076.8892625
4397,"B0FFHFSCFH","Suzhou","吴中区","B0FFFVN7JT","Hangzhou","临平区",161.451,2.51666666666667,"ZJ",18,"08:00","day 0","20:00","day 0",8492.267115
4398,"B0FFHY6PN3","Suzhou","常熟市","B0FFL81IUU","Hangzhou","富阳区",270.255,3.06666666666667,"ZJ",10,"12:00","day 0","24:00","day 0",4717.926175
4399,"B0FFI8WH5V","Suzhou","姑苏区","B0FFLK4EPS","Jiaxing","海宁市",150.488,2.03333333333333,"ZJ",8,"08:00","day 0","20:00","day 0",3774.34094
4400,"B0FFH70JG8","Nanjing","鼓楼区","B023B15E6D","Hangzhou","桐庐县",328.038,3.55,"ZJ",15,"08:00","day 0","20:00","day 0",7076.8892625
4401,"B0FFH4SOJP","Nanjing","溧水区","B0FFG2I6S2","Ningbo","鄞州区",389.631,4.71666666666667,"ZJ",5,"08:00","day 0","20:00","day 0",2358.9630875
4402,"B0FFH0WGKS","Suzhou","吴江区","B0FFLK4EPS","Jiaxing","海宁市",117.618,1.8,"ZJ",5,"08:00","day 0","20:00","day 0",2358.9630875
4403,"B0FFHLH9SB","Zhenjiang","京口区","B0H135MBEW","Hangzhou","临平区",247.446,2.95,"ZJ",16,"08:00","day 0","20:00","day 0",7548.68188
4404,"B0G0NZW2VU","Nanjing","江宁区","B0FFJRXFMW","Jiaxing","海宁市",309.818,3.46666666666667,"ZJ",17,"12:00","day 0","24:00","day 0",8020.4744975
4405,"B020216GML","Yangzhou","广陵区","B0FFK4YCJ8","Shaoxing","越城区",330.763,4.28333333333333,"ZJ",20,"12:00","day 0","24:00","day 0",9435.85235
4406,"B0FFHD3E8G","Suzhou","吴中区","B0FFH1UGLN","Shaoxing","上虞区",145.271,1.76666666666667,"ZJ",16,"12:00","day 0","24:00","day 0",7548.68188
4407,"B0FFL9Q85P","Nanjing","江宁区","B0HA6CDCW1","Hangzhou","桐庐县",318.864,3.48333333333333,"ZJ",10,"12:00","day 0","24:00","day 0",4717.926175
4408,"B0FFH1DRA5","Nanjing","栖霞区","B0FFG4GVOV","Zhoushan","定海区",474.009,5.36666666666667,"ZJ",13,"12:00","day 0","24:00","day 0",6133.3040275
4409,"B0G13KYBJL","Nanjing","六合区","B0FFHXOBD1","Hangzhou","富阳区",324.013,3.73333333333333,"ZJ",20,"12:00","day 0","24:00","day 0",9435.85235
4410,"B0HDRHT0UU","Nanjing","浦口区","B0FFITCS2H","Jiaxing","海宁市",324.488,4.15,"ZJ",17,"12:00","day 0","24:00","day 0",8020.4744975
4411,"B0GUAXEBYM","Changzhou","武进区","B0I675OYZQ","Shaoxing","柯桥区",228.637,3.5,"ZJ",15,"08:00","day 0","20:00","day 0",7076.8892625
4412,"B0FFJN8WFQ","Wuxi","新吴区","B0I60OAVXT","Jiaxing","秀洲区",106.181,1.51666666666667,"ZJ",18,"08:00","day 0","20:00","day 0",8492.267115
4413,"B0FFH61OBO","Suzhou","昆山市","B0FFHD26K7","Hangzhou","钱塘区",175.163,2.6,"ZJ",10,"08:00","day 0","20:00","day 0",4717.926175
4414,"B0FFF8Z69A","Changzhou","钟楼区","B0FFHD26K7","Hangzhou","钱塘区",224.704,3.58333333333333,"ZJ",8,"08:00","day 0","20:00","day 0",3774.34094
4415,"B0HDRHT0UU","Nanjing","浦口区","B0FFHD26K7","Hangzhou","钱塘区",323.828,4.51666666666667,"ZJ",4,"08:00","day 0","20:00","day 0",1887.17047
4416,"B0FFLC9J93","Nanjing","浦口区","B0FFJRXFMW","Jiaxing","海宁市",354.674,4.4,"ZJ",20,"12:00","day 0","24:00","day 0",9435.85235
4417,"B0H1TCJ4IO","Yangzhou","江都区","B0FFHXOBD1","Hangzhou","富阳区",318.464,3.71666666666667,"ZJ",9,"08:00","day 0","20:00","day 0",4246.1335575
4418,"B0GUCU8FLD","Zhenjiang","句容市","B0FFHD26K7","Hangzhou","钱塘区",297.658,4.08333333333333,"ZJ",13,"12:00","day 0","24:00","day 0",6133.3040275
4419,"B0FFHNXOVT","Suzhou","昆山市","B0HA6CDCW1","Hangzhou","桐庐县",267.144,3.28333333333333,"ZJ",5,"08:00","day 0","20:00","day 0",2358.9630875
4420,"B0H1TCJ4IO","Yangzhou","江都区","B0FFM9VWFS","Ningbo","宁海县",461.455,5.45,"ZJ",18,"08:00","day 0","20:00","day 0",8492.267115
4421,"B0G13KYBJL","Nanjing","六合区","B0H135MBEW","Hangzhou","临平区",292.939,3.56666666666667,"ZJ",10,"08:00","day 0","20:00","day 0",4717.926175
4422,"B0FFHXJXZR","Changzhou","溧阳市","B0H135MBEW","Hangzhou","临平区",162.444,2.06666666666667,"ZJ",15,"08:00","day 0","20:00","day 0",7076.8892625
4423,"B0G0ZLYTOF","Nanjing","栖霞区","B0FFLO95L8","Jiaxing","平湖市",321.959,4.33333333333333,"ZJ",7,"12:00","day 0","24:00","day 0",3302.5483225
4424,"B0FFJN8WFQ","Wuxi","新吴区","B0GUVDW01P","Jiaxing","海宁市",148.357,2.01666666666667,"ZJ",18,"12:00","day 0","24:00","day 0",8492.267115
4425,"B0FFI8WH5V","Suzhou","姑苏区","B0FFLA9ZTX","Hangzhou","钱塘区",152.959,2,"ZJ",11,"12:00","day 0","24:00","day 0",5189.7187925
4426,"B0FFHXJXZR","Changzhou","溧阳市","B0FFHD26K7","Hangzhou","钱塘区",190.831,2.81666666666667,"ZJ",8,"12:00","day 0","24:00","day 0",3774.34094
4427,"B0IG9RDYYV","Suzhou","吴中区","B0I675OYZQ","Shaoxing","柯桥区",193.814,2.55,"ZJ",18,"08:00","day 0","20:00","day 0",8492.267115
4428,"B0FFIS83Q7","Zhenjiang","丹阳市","B0FFHXOBD1","Hangzhou","富阳区",276.966,3.2,"ZJ",15,"08:00","day 0","20:00","day 0",7076.8892625
4429,"B0FFF8Z69A","Changzhou","钟楼区","B0FFKVXSFY","Ningbo","奉化区",335.696,4.2,"ZJ",15,"12:00","day 0","24:00","day 0",7076.8892625
4430,"B0FFG2575E","Zhenjiang","润州区","B0FFJRXFMW","Jiaxing","海宁市",292.722,3.4,"ZJ",5,"12:00","day 0","24:00","day 0",2358.9630875
4431,"B0FFFOM198","Suzhou","虎丘区","B0FFJRXFMW","Jiaxing","海宁市",156.008,1.86666666666667,"ZJ",8,"08:00","day 0","20:00","day 0",3774.34094
4432,"B020216GML","Yangzhou","广陵区","B0FFKVXSFY","Ningbo","奉化区",392.976,4.8,"ZJ",15,"12:00","day 0","24:00","day 0",7076.8892625
4433,"B0H1TCJ4IO","Yangzhou","江都区","B0FFITCS2H","Jiaxing","海宁市",309.2,3.78333333333333,"ZJ",16,"08:00","day 0","20:00","day 0",7548.68188
4434,"B0FFHXJXZR","Changzhou","溧阳市","B0FFMBV9V0","Hangzhou","临平区",181.01,2.53333333333333,"ZJ",14,"12:00","day 0","24:00","day 0",6605.096645
4435,"B020215DUP","Yangzhou","江都区","B0FFG2I6S2","Ningbo","鄞州区",407.143,4.83333333333333,"ZJ",9,"12:00","day 0","24:00","day 0",4246.1335575
4436,"B0202150WR","Yangzhou","广陵区","B0HU55O3W8","Ningbo","余姚市",334.934,4.71666666666667,"ZJ",13,"12:00","day 0","24:00","day 0",6133.3040275
4437,"B0FFLC9J93","Nanjing","浦口区","B0H135MBEW","Hangzhou","临平区",281.523,3.8,"ZJ",10,"12:00","day 0","24:00","day 0",4717.926175
4438,"B0FFF4HNKG","Yangzhou","邗江区","B0I675OYZQ","Shaoxing","柯桥区",331.83,4.71666666666667,"ZJ",18,"12:00","day 0","24:00","day 0",8492.267115
4439,"B0FFHF2VI7","Wuxi","锡山区","B0I675OYZQ","Shaoxing","柯桥区",223.226,2.83333333333333,"ZJ",7,"12:00","day 0","24:00","day 0",3302.5483225
4440,"B02000JJ21","Suzhou","吴中区","B0H135MBEW","Hangzhou","临平区",126.337,1.65,"ZJ",10,"08:00","day 0","20:00","day 0",4717.926175
4441,"B0FFH1DRA5","Nanjing","栖霞区","B0FFHD26K7","Hangzhou","钱塘区",303.411,3.96666666666667,"ZJ",16,"12:00","day 0","24:00","day 0",7548.68188
4442,"B0FFH70JG8","Nanjing","鼓楼区","B0FFLA9ZTX","Hangzhou","钱塘区",312.601,4.31666666666667,"ZJ",18,"08:00","day 0","20:00","day 0",8492.267115
4443,"B0IGCZC15I","Suzhou","吴江区","B023B15E6D","Hangzhou","桐庐县",196.321,2.48333333333333,"ZJ",15,"08:00","day 0","20:00","day 0",7076.8892625
4444,"B0FFGIBTXI","Suzhou","太仓市","B0FFK85V4K","Hangzhou","临安区",307.906,3.86666666666667,"ZJ",9,"12:00","day 0","24:00","day 0",4246.1335575
4445,"B0FFFRXR3L","Yangzhou","宝应县","B0FFKVXSFY","Ningbo","奉化区",488.797,6.11666666666667,"ZJ",9,"08:00","day 0","20:00","day 0",4246.1335575
4446,"B020216GML","Yangzhou","广陵区","B0FFK85V4K","Hangzhou","临安区",336.145,3.8,"ZJ",5,"12:00","day 0","24:00","day 0",2358.9630875
4447,"B01FE15UUN","Wuxi","江阴市","B0FFKVXSFY","Ningbo","奉化区",279.575,3.33333333333333,"ZJ",13,"08:00","day 0","20:00","day 0",6133.3040275
4448,"B0GDDXZDXN","Suzhou","吴江区","B0FFLPWCQK","Hangzhou","余杭区",101.706,1.35,"ZJ",17,"12:00","day 0","24:00","day 0",8020.4744975
4449,"B02000JJN1","Suzhou","吴江区","B0FFM9VWFS","Ningbo","宁海县",269.133,3.11666666666667,"ZJ",14,"08:00","day 0","20:00","day 0",6605.096645
4450,"B0FFHFSCFH","Suzhou","吴中区","B0G25CU48P","Hangzhou","建德市",318.783,3.58333333333333,"ZJ",10,"12:00","day 0","24:00","day 0",4717.926175
4451,"B02000JJN1","Suzhou","吴江区","B0FFL81IUU","Hangzhou","富阳区",195.552,2.31666666666667,"ZJ",19,"12:00","day 0","24:00","day 0",8964.0597325
4452,"B0FFFRXR3L","Yangzhou","宝应县","B0FFHD6O3A","Jiaxing","海盐县",371.032,4.8,"ZJ",12,"08:00","day 0","20:00","day 0",5661.51141
4453,"B020215DUP","Yangzhou","江都区","B0FFHDQ3SM","Jiaxing","南湖区",258.017,3.33333333333333,"ZJ",13,"08:00","day 0","20:00","day 0",6133.3040275
4454,"B0GUCU8FLD","Zhenjiang","句容市","B0GUBCOVO3","Hangzhou","余杭区",253.073,2.95,"ZJ",4,"08:00","day 0","20:00","day 0",1887.17047
4455,"B0FFGAIWAV","Suzhou","昆山市","B0HA6CDCW1","Hangzhou","桐庐县",273.184,3.23333333333333,"ZJ",11,"12:00","day 0","24:00","day 0",5189.7187925
4456,"B0FFFRXR3L","Yangzhou","宝应县","B0FFG2I6S2","Ningbo","鄞州区",486.842,5.98333333333333,"ZJ",14,"08:00","day 0","20:00","day 0",6605.096645
4457,"B0GUAXEBYM","Changzhou","武进区","B0FFKVXSFY","Ningbo","奉化区",311.737,3.6,"ZJ",6,"12:00","day 0","24:00","day 0",2830.755705
4458,"B0FFH0WGKS","Suzhou","吴江区","B0FFH1UGLN","Shaoxing","上虞区",119.207,1.6,"ZJ",14,"08:00","day 0","20:00","day 0",6605.096645
4459,"B0GUAXEBYM","Changzhou","武进区","B0FFH1UGLN","Shaoxing","上虞区",228.816,2.66666666666667,"ZJ",9,"08:00","day 0","20:00","day 0",4246.1335575
4460,"B0GDDXZDXN","Suzhou","吴江区","B0FFG2I6S2","Ningbo","鄞州区",193.197,2.31666666666667,"ZJ",16,"08:00","day 0","20:00","day 0",7548.68188
4461,"B0202173FW","Yangzhou","仪征市","B0GUBCOVO3","Hangzhou","余杭区",282.498,3.21666666666667,"ZJ",14,"12:00","day 0","24:00","day 0",6605.096645
4462,"B020216GML","Yangzhou","广陵区","B0FFFVN7JT","Hangzhou","临平区",287.017,3.48333333333333,"ZJ",15,"08:00","day 0","20:00","day 0",7076.8892625
4463,"B0FFF4JOKL","Suzhou","昆山市","B0H135MBEW","Hangzhou","临平区",178.897,2.46666666666667,"ZJ",10,"12:00","day 0","24:00","day 0",4717.926175
4464,"B020216GML","Yangzhou","广陵区","B0FFL6KA9D","Jiaxing","南湖区",254.559,3.26666666666667,"ZJ",16,"08:00","day 0","20:00","day 0",7548.68188
4465,"B0FFK4CQ2L","Changzhou","武进区","B0FFHXOBD1","Hangzhou","富阳区",230.706,3,"ZJ",17,"12:00","day 0","24:00","day 0",8020.4744975
4466,"B0G0ZLYTOF","Nanjing","栖霞区","B0FFLPWCQK","Hangzhou","余杭区",282.205,3.16666666666667,"ZJ",11,"12:00","day 0","24:00","day 0",5189.7187925
4467,"B02000JJ21","Suzhou","吴中区","B0FFK85V4K","Hangzhou","临安区",217.453,2.51666666666667,"ZJ",5,"08:00","day 0","20:00","day 0",2358.9630875
4468,"B0FFHD3E8G","Suzhou","吴中区","B023B15E6D","Hangzhou","桐庐县",233.053,2.65,"ZJ",11,"08:00","day 0","20:00","day 0",5189.7187925
4469,"B0G3AZBRXL","Yangzhou","广陵区","B0FFHXOBD1","Hangzhou","富阳区",316.134,3.56666666666667,"ZJ",9,"12:00","day 0","24:00","day 0",4246.1335575
4470,"B02000JJN1","Suzhou","吴江区","B0GUBCOVO3","Hangzhou","余杭区",147.22,1.98333333333333,"ZJ",18,"12:00","day 0","24:00","day 0",8492.267115
4471,"B0FFH3869T","Zhenjiang","句容市","B0FFJ01V55","Jiaxing","桐乡市",297.091,3.71666666666667,"ZJ",10,"08:00","day 0","20:00","day 0",4717.926175
4472,"B0FFHD3E8G","Suzhou","吴中区","B0G25CU48P","Hangzhou","建德市",307.989,3.4,"ZJ",19,"08:00","day 0","20:00","day 0",8964.0597325
4473,"B0FFF8Z69A","Changzhou","钟楼区","B0FFK85V4K","Hangzhou","临安区",265.524,3.16666666666667,"ZJ",10,"08:00","day 0","20:00","day 0",4717.926175
4474,"B0FFF8Z69A","Changzhou","钟楼区","B0FFLHS22C","Jiaxing","南湖区",188.81,2.6,"ZJ",4,"08:00","day 0","20:00","day 0",1887.17047
4475,"B0FFFOM198","Suzhou","虎丘区","B0FFHXOBD1","Hangzhou","富阳区",212.953,2.46666666666667,"ZJ",17,"12:00","day 0","24:00","day 0",8020.4744975
4476,"B0FFI8WH5V","Suzhou","姑苏区","B0FFI22X6S","Ningbo","鄞州区",237.853,2.75,"ZJ",9,"12:00","day 0","24:00","day 0",4246.1335575
4477,"B0FFFRXR3L","Yangzhou","宝应县","B0FFLHS22C","Jiaxing","南湖区",341.911,4.6,"ZJ",9,"12:00","day 0","24:00","day 0",4246.1335575
4478,"B0FFFRXR3L","Yangzhou","宝应县","B0FFL6KA9D","Jiaxing","南湖区",350.38,4.63333333333333,"ZJ",5,"08:00","day 0","20:00","day 0",2358.9630875
4479,"B0G0NZW2VU","Nanjing","江宁区","B0FFK7XY6U","Ningbo","镇海区",401.119,5,"ZJ",11,"12:00","day 0","24:00","day 0",5189.7187925
4480,"B0FFGJ1NAK","Suzhou","常熟市","B0H135MBEW","Hangzhou","临平区",175.087,2.15,"ZJ",8,"08:00","day 0","20:00","day 0",3774.34094
4481,"B0H1TCJ4IO","Yangzhou","江都区","B0HGFN3J8T","Jiaxing","南湖区",264.76,3.31666666666667,"ZJ",10,"08:00","day 0","20:00","day 0",4717.926175
4482,"B0FFL7OZ0J","Wuxi","锡山区","B0GUVDW01P","Jiaxing","海宁市",165.041,2.2,"ZJ",9,"08:00","day 0","20:00","day 0",4246.1335575
4483,"B0FFHNXOVT","Suzhou","昆山市","B0FFLA9ZTX","Hangzhou","钱塘区",165.743,2.4,"ZJ",18,"12:00","day 0","24:00","day 0",8492.267115
4484,"B0FFI8WH5V","Suzhou","姑苏区","B0FFMBV9V0","Hangzhou","临平区",147.419,2.46666666666667,"ZJ",9,"12:00","day 0","24:00","day 0",4246.1335575
4485,"B0202173FW","Yangzhou","仪征市","B0FFK85V4K","Hangzhou","临安区",343.465,3.83333333333333,"ZJ",5,"12:00","day 0","24:00","day 0",2358.9630875
4486,"B0FFH70JG8","Nanjing","鼓楼区","B0GRRBHAKJ","Zhoushan","定海区",504.104,5.88333333333333,"ZJ",9,"08:00","day 0","20:00","day 0",4246.1335575
4487,"B0FFK83QI3","Nanjing","江宁区","B0FFH1UGLN","Shaoxing","上虞区",335.392,3.71666666666667,"ZJ",16,"08:00","day 0","20:00","day 0",7548.68188
4488,"B020215DUP","Yangzhou","江都区","B0FFI2KAV3","Jiaxing","桐乡市",268.532,3.88333333333333,"ZJ",14,"08:00","day 0","20:00","day 0",6605.096645
4489,"B0G1AO0IBH","Nanjing","溧水区","B0FFHW4GZB","Hangzhou","萧山区",268.88,2.88333333333333,"ZJ",10,"12:00","day 0","24:00","day 0",4717.926175
4490,"B0IGCZC15I","Suzhou","吴江区","B023E12FTI","Ningbo","海曙区",195.123,2.35,"ZJ",7,"08:00","day 0","20:00","day 0",3302.5483225
4491,"B0FFLC9J93","Nanjing","浦口区","B0FFK85V4K","Hangzhou","临安区",264.881,4.01666666666667,"ZJ",7,"12:00","day 0","24:00","day 0",3302.5483225
4492,"B0FFG0GSMW","Yangzhou","宝应县","B0FFLO95L8","Jiaxing","平湖市",388.872,5.1,"ZJ",19,"08:00","day 0","20:00","day 0",8964.0597325
4493,"B0FFHXJXZR","Changzhou","溧阳市","B0FFL81IUU","Hangzhou","富阳区",201.154,2.25,"ZJ",10,"08:00","day 0","20:00","day 0",4717.926175
4494,"B0FFF4HNKG","Yangzhou","邗江区","B0FFHDQ3SM","Jiaxing","南湖区",246.545,3.25,"ZJ",8,"08:00","day 0","20:00","day 0",3774.34094
4495,"B0FFI8WH5V","Suzhou","姑苏区","B0FFH1UGLN","Shaoxing","上虞区",152.077,1.83333333333333,"ZJ",7,"12:00","day 0","24:00","day 0",3302.5483225
4496,"B020215DUP","Yangzhou","江都区","B0GRRBHAKJ","Zhoushan","定海区",470.485,5.76666666666667,"ZJ",16,"08:00","day 0","20:00","day 0",7548.68188
4497,"B0FFL9Q85P","Nanjing","江宁区","B0GRRBHAKJ","Zhoushan","定海区",487.953,6.08333333333333,"ZJ",15,"12:00","day 0","24:00","day 0",7076.8892625
4498,"B02000JJN1","Suzhou","吴江区","B0FFK7XY6U","Ningbo","镇海区",199.374,2.48333333333333,"ZJ",10,"12:00","day 0","24:00","day 0",4717.926175
4499,"B020216GML","Yangzhou","广陵区","B0FFLA9ZTX","Hangzhou","钱塘区",310.937,4.01666666666667,"ZJ",17,"08:00","day 0","20:00","day 0",8020.4744975
4500,"B0FFH4SOJP","Nanjing","溧水区","B0FFLPWCQK","Hangzhou","余杭区",218.593,2.46666666666667,"ZJ",18,"08:00","day 0","20:00","day 0",8492.267115
4501,"B0FFHCRHH3","Changzhou","天宁区","B0FFHD6O3A","Jiaxing","海盐县",191.084,2.43333333333333,"ZJ",12,"08:00","day 0","20:00","day 0",5661.51141
4502,"B0202150WR","Yangzhou","广陵区","B0FFH1UGLN","Shaoxing","上虞区",309.855,3.78333333333333,"ZJ",9,"12:00","day 0","24:00","day 0",4246.1335575
4503,"B0FFG2575E","Zhenjiang","润州区","B0FFG2I6S2","Ningbo","鄞州区",387.937,4.43333333333333,"ZJ",4,"08:00","day 0","20:00","day 0",1887.17047
4504,"B0FFH61OBO","Suzhou","昆山市","B0FFK85V4K","Hangzhou","临安区",262.175,3.15,"ZJ",4,"08:00","day 0","20:00","day 0",1887.17047
4505,"B0FFL9CGXN","Nanjing","栖霞区","B0FFLA9ZTX","Hangzhou","钱塘区",327.823,4.5,"ZJ",5,"12:00","day 0","24:00","day 0",2358.9630875
4506,"B0I6TYMZJG","Suzhou","吴江区","B0G25CU48P","Hangzhou","建德市",294.234,3.36666666666667,"ZJ",15,"12:00","day 0","24:00","day 0",7076.8892625
4507,"B0HDRHT0UU","Nanjing","浦口区","B0I60OAVXT","Jiaxing","秀洲区",305.26,3.68333333333333,"ZJ",4,"12:00","day 0","24:00","day 0",1887.17047
4508,"B0G1AO0IBH","Nanjing","溧水区","B0FFLO95L8","Jiaxing","平湖市",283.854,3.2,"ZJ",7,"12:00","day 0","24:00","day 0",3302.5483225
4509,"B0FFG2575E","Zhenjiang","润州区","B023B15E6D","Hangzhou","桐庐县",311.163,3.41666666666667,"ZJ",6,"12:00","day 0","24:00","day 0",2830.755705
4510,"B00190CNHV","Nanjing","江宁区","B0FFHD26K7","Hangzhou","钱塘区",270.477,3.76666666666667,"ZJ",19,"12:00","day 0","24:00","day 0",8964.0597325
4511,"B0FFGIBTXI","Suzhou","太仓市","B0FFL81IUU","Hangzhou","富阳区",290.517,3.66666666666667,"ZJ",10,"12:00","day 0","24:00","day 0",4717.926175
4512,"B0FFF4JOKL","Suzhou","昆山市","B0FFGQ8EH5","Hangzhou","桐庐县",271.268,3.28333333333333,"ZJ",16,"12:00","day 0","24:00","day 0",7548.68188
4513,"B01FE15UUN","Wuxi","江阴市","B0FFL81IUU","Hangzhou","富阳区",265.556,3.08333333333333,"ZJ",17,"08:00","day 0","20:00","day 0",8020.4744975
4514,"B0FFFRS0IH","Nanjing","江宁区","B0FFKGBPOF","Jiaxing","南湖区",292.683,3.36666666666667,"ZJ",15,"12:00","day 0","24:00","day 0",7076.8892625
4515,"B0FFL37B6B","Suzhou","昆山市","B0FFMBV9V0","Hangzhou","临平区",170.709,2.76666666666667,"ZJ",12,"12:00","day 0","24:00","day 0",5661.51141
4516,"B0IGCZC15I","Suzhou","吴江区","B0G30DK65S","Ningbo","慈溪市",167.667,2.3,"ZJ",13,"12:00","day 0","24:00","day 0",6133.3040275
4517,"B0FFLC9J93","Nanjing","浦口区","B023B15E6D","Hangzhou","桐庐县",339.113,4.18333333333333,"ZJ",16,"12:00","day 0","24:00","day 0",7548.68188
4518,"B0FFH1DRA5","Nanjing","栖霞区","B0FFITCS2H","Jiaxing","海宁市",304.071,3.46666666666667,"ZJ",20,"08:00","day 0","20:00","day 0",9435.85235
4519,"B0FFI8WH5V","Suzhou","姑苏区","B0FFG4GVOV","Zhoushan","定海区",276.168,3.21666666666667,"ZJ",8,"08:00","day 0","20:00","day 0",3774.34094
4520,"B0FFLC9J93","Nanjing","浦口区","B0FFL81IUU","Hangzhou","富阳区",320.233,4.01666666666667,"ZJ",15,"08:00","day 0","20:00","day 0",7076.8892625
4521,"B0FFH4SOJP","Nanjing","溧水区","B0HGFN3J8T","Jiaxing","南湖区",258.508,2.78333333333333,"ZJ",17,"08:00","day 0","20:00","day 0",8020.4744975
4522,"B0FFH4SOJP","Nanjing","溧水区","B0FFFVN7JT","Hangzhou","临平区",241.095,2.9,"ZJ",10,"08:00","day 0","20:00","day 0",4717.926175
4523,"B020215DUP","Yangzhou","江都区","B0FFFVN7JT","Hangzhou","临平区",303.139,3.61666666666667,"ZJ",16,"12:00","day 0","24:00","day 0",7548.68188
4524,"B0HDRHT0UU","Nanjing","浦口区","B023B15E6D","Hangzhou","桐庐县",353.031,3.98333333333333,"ZJ",14,"08:00","day 0","20:00","day 0",6605.096645
4525,"B0FFH4SOJP","Nanjing","溧水区","B0FFHW4GZB","Hangzhou","萧山区",284.852,3.05,"ZJ",11,"12:00","day 0","24:00","day 0",5189.7187925
4526,"B0FFH70JG8","Nanjing","鼓楼区","B0I675OYZQ","Shaoxing","柯桥区",331.749,4.43333333333333,"ZJ",5,"12:00","day 0","24:00","day 0",2358.9630875
4527,"B0FFH3869T","Zhenjiang","句容市","B0HA6CDCW1","Hangzhou","桐庐县",348.929,3.96666666666667,"ZJ",7,"08:00","day 0","20:00","day 0",3302.5483225
4528,"B0FFHXJXZR","Changzhou","溧阳市","B0FFH1UGLN","Shaoxing","上虞区",249.841,2.78333333333333,"ZJ",12,"08:00","day 0","20:00","day 0",5661.51141
4529,"B0FFHLH9SB","Zhenjiang","京口区","B0I60OAVXT","Jiaxing","秀洲区",217.873,2.73333333333333,"ZJ",18,"12:00","day 0","24:00","day 0",8492.267115
4530,"B0FFK7ZQFN","Wuxi","江阴市","B0FFFVN7JT","Hangzhou","临平区",208.875,2.78333333333333,"ZJ",7,"08:00","day 0","20:00","day 0",3302.5483225
4531,"B0G0ZLYTOF","Nanjing","栖霞区","B0FFK85V4K","Hangzhou","临安区",283.647,3.8,"ZJ",15,"12:00","day 0","24:00","day 0",7076.8892625
4532,"B0FFJN8WFQ","Wuxi","新吴区","B0FFH1UGLN","Shaoxing","上虞区",174.573,2.18333333333333,"ZJ",15,"12:00","day 0","24:00","day 0",7076.8892625
4533,"B0202173FW","Yangzhou","仪征市","B0G25CU48P","Hangzhou","建德市",431.222,4.68333333333333,"ZJ",19,"08:00","day 0","20:00","day 0",8964.0597325
4534,"B0FFHLH9SB","Zhenjiang","京口区","B0FFGQ8EH5","Hangzhou","桐庐县",329.238,3.65,"ZJ",9,"08:00","day 0","20:00","day 0",4246.1335575
4535,"B0FFH61OBO","Suzhou","昆山市","B0HA6CDCW1","Hangzhou","桐庐县",273.023,3.28333333333333,"ZJ",11,"08:00","day 0","20:00","day 0",5189.7187925
4536,"B0FFHFSCFH","Suzhou","吴中区","B0HGFN3J8T","Jiaxing","南湖区",103.054,1.53333333333333,"ZJ",11,"12:00","day 0","24:00","day 0",5189.7187925
4537,"B0IGCZC15I","Suzhou","吴江区","B0H135MBEW","Hangzhou","临平区",103.714,1.63333333333333,"ZJ",17,"08:00","day 0","20:00","day 0",8020.4744975
4538,"B0H1TCJ4IO","Yangzhou","江都区","B0I60OAVXT","Jiaxing","秀洲区",250.58,3.26666666666667,"ZJ",16,"08:00","day 0","20:00","day 0",7548.68188
4539,"B0H1TCJ4IO","Yangzhou","江都区","B0FFHD6O3A","Jiaxing","海盐县",284.128,3.55,"ZJ",14,"12:00","day 0","24:00","day 0",6605.096645
4540,"B0FFGZQ43R","Wuxi","新吴区","B0FFJRXFMW","Jiaxing","海宁市",169.834,2.03333333333333,"ZJ",20,"12:00","day 0","24:00","day 0",9435.85235
4541,"B02001C3PG","Suzhou","张家港市","B0FFHXOBD1","Hangzhou","富阳区",257.543,2.96666666666667,"ZJ",6,"08:00","day 0","20:00","day 0",2830.755705
